DOd5da6d-221020-UK72db63,UK72db63-221015-d2958695,요미,포메라니안,모르겠어요,1.8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2485384493/a582c46c.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2485384493/a582c46c.jpeg,30,19,19,13,USER,USER,USER,USER,52:37.7,0,0,FALSE
DO86a6cf-221017-UK73d926,UK73d926-221017-5100c8a1,구름,포메라니안,모르겠어요,3.3,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2487792258/a1ab2d76.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2487792258/a1ab2d76.jpeg,37,26,30,12,USER,USER,USER,USER,09:18.8,1,0,FALSE
DOd45b9d-221019-UK73d9c1,UK73d9c1-221019-2264d6d5,포도,포메라니안,모르겠어요,5.4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2490687995/821e513e.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2490687995/821e513e.jpeg,45,34,29,18.7,USER,USER,USER,USER,44:51.7,0,0,FALSE
DOb71a50-221017-UK75a1d3,UK75a1d3-221017-68f081ac,미남이,말티즈,모르겠어요,4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2487840735/e18f43c7.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2487840735/e18f43c7.jpeg,38,33,23,13,USER,USER,USER,USER,50:46.7,1,0,FALSE
DOc77e07-221014-UK776dfd,UK776dfd-221014-a855713f,밀키,비숑 프리제,모르겠어요,6.3,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2485086021/5fcfccc4.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2485086021/5fcfccc4.jpeg,42,34,30,19,USER,USER,USER,USER,58:20.2,0,0,FALSE
DO5bfb75-221014-UK776dfd,UK776dfd-221014-a855713f,밀키,비숑 프리제,남자,6.2,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2485086021/9248f4ee.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2485086021/9248f4ee.jpeg,41,37,27,20,USER,USER,USER,USER,39:58.7,1,0,FALSE
DO94b385-221014-UK776dfd,UK776dfd-221014-a855713f,밀키,비숑 프리제,모르겠어요,6.2,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2485086021/8bc37d28.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2485086021/8bc37d28.jpeg,43,38,28,19,USER,USER,USER,USER,52:59.9,0,0,FALSE
DO9fa9ed-221007-UK788e03,UK788e03-221007-47756723,관우,셔틀랜드 쉽독,모르겠어요,14,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2474786956/62aa9855.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2474786956/62aa9855.jpeg,71,51,40,30,USER,USER,USER,USER,40:25.5,1,0,FALSE
DOd03c03-221007-UK788e03,UK788e03-221007-47756723,관우,셔틀랜드 쉽독,모르겠어요,14,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2474786956/6264649e.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2474786956/6264649e.jpeg,71,51,40,30,USER,USER,USER,USER,58:44.0,0,0,FALSE
DO4ca873-221010-UK78d910,UK78d910-220922-5b2964e6,ㅅ,포메라니안,모르겠어요,4.4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2440272548/48ca2e6b.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2440272548/48ca2e6b.jpeg,42,30,27,16,USER,USER,USER,USER,26:37.8,0,0,FALSE
