DO8c107d-221024-UK232933,UK232933-220925-aafc67cd,물만두,믹스 중형견,모르겠어요,2.5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2443205869/4652d2f4.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2443205869/4652d2f4.jpeg,30.3,25.42,19.21,13.9,RECOMMEND,RECOMMEND,RECOMMEND,RECOMMEND,28:43.0,0,0
DO03fded-221024-UK238c4b,UK238c4b-221024-f5078c69,초코,말티즈,모르겠어요,6,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2497000473/df1efe05.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2497000473/df1efe05.jpeg,45,32,26,14,USER,USER,USER,USER,42:32.4,1,0
DOc097d9-221019-UK249752,UK249752-221019-cd68d469,코코/라울,치와와,모르겠어요,3,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2490000307/314cd7e9.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2490000307/314cd7e9.jpeg,34.21,25.32,24.22,15.04,RECOMMEND,RECOMMEND,RECOMMEND,RECOMMEND,54:06.8,1,0
DO849cb1-221014-UK254274,UK254274-221014-e3056b49,이산들,골든 리트리버,모르겠어요,52,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2484115695/208b1aa1.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2484115695/208b1aa1.jpeg,87.4,67.42,54.03,39.32,RECOMMEND,RECOMMEND,RECOMMEND,RECOMMEND,33:44.4,1,0
DO5ed730-221008-UK270bdc,UK270bdc-221008-819cf4b0,짱아,믹스 중형견,모르겠어요,6.4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2476416672/8d6e080f.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2476416672/8d6e080f.jpeg,45.87,38.17,29.55,21.36,RECOMMEND,RECOMMEND,RECOMMEND,RECOMMEND,15:41.1,1,0
DOe3f6c1-221016-UK27c8ae,UK27c8ae-221016-811b21c4,조지,시바 이누,모르겠어요,7.8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2486810059/a878563f.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2486810059/a878563f.jpeg,49.68,37.8,33.08,21.39,RECOMMEND,RECOMMEND,RECOMMEND,RECOMMEND,58:40.8,1,0
DO8efeec-221007-UK27fa79,UK27fa79-221007-8565b990,맥스,래브라도 리트리버,모르겠어요,3,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2475427512/5d4547ee.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2475427512/5d4547ee.jpeg,30,30,15,12,USER,USER,USER,USER,03:31.7,1,0
DOea54c3-221008-UK287b95,UK287b95-221008-0f852d2a,마음,말티즈,모르겠어요,4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2475848698/d078fb4d.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2475848698/d078fb4d.jpeg,37.03,31.14,23.16,14.98,RECOMMEND,RECOMMEND,RECOMMEND,RECOMMEND,18:15.0,1,0
DO0affc3-221018-UK291aa1,UK291aa1-221018-4e0ffe36,뭉이,믹스 중형견,모르겠어요,8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2488862851/109da2d9.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2488862851/109da2d9.jpeg,52,27,23,23,USER,USER,USER,USER,23:41.3,1,0
DO12162b-221022-UK2ad521,UK2ad521-221022-114eba62,벤더,믹스 대형견,모르겠어요,30,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2494553940/973b96fb.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2494553940/973b96fb.jpeg,77,58,48,30,USER,USER,USER,USER,11:36.1,1,0
DOfbf931-221101-UK2aed31,UK2aed31-221101-59c52fc3,솜이,포메라니안,모르겠어요,2.8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2506667755/9d0c164e.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2506667755/9d0c164e.jpeg,36.34,32.66,17.7,13.1,RECOMMEND,RECOMMEND,RECOMMEND,RECOMMEND,14:24.7,1,0
DO7f21d8-221009-UK2b5b70,UK2b5b70-221009-e2d738ca,방울이,말티즈,모르겠어요,3.5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2477636742/2c8d6eb9.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2477636742/2c8d6eb9.jpeg,25,28,20,20,USER,USER,USER,USER,45:26.6,1,0
