UK4e6464-220922-cb6b11bd,제리,믹스 중형견,모르겠어요,19,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2439404078/3b803824.jpeg,63.87,52.95,40.26,29.48,USER,USER,USER,USER,58:10.6,1,0,TRUE
UKd94bef-220922-2626826f,유리,프렌치 불독,모르겠어요,3.1,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2439548806/54367c2c.jpeg,32,23,22,11,USER,USER,USER,USER,40:25.6,1,0,TRUE
UK2d359b-220922-67fa9b2b,ㅇㅇ,믹스 소형견,모르겠어요,3.1,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2439573132/b10def4c.jpeg,32,23,22,11,USER,USER,USER,USER,58:24.5,1,0,TRUE
UK23191a-220922-c0e459b9,이누,믹스 중형견,모르겠어요,7.9,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2439589321/7884c012.jpeg,49,43,30.8,21,USER,USER,USER,USER,10:28.0,1,0,TRUE
UKad8143-220922-a2b81c1e,로제,포메라니안,모르겠어요,5.8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2439741113/55950da7.jpeg,45.3,34.67,31.03,19.73,USER,USER,USER,USER,05:45.8,1,0,TRUE
UK8da077-220922-61cde92c,이안,프렌치 불독,모르겠어요,3.1,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2439758595/9d803299.jpeg,33,23,23,12,USER,USER,USER,USER,19:42.0,1,0,TRUE
UK311f1b-220922-89c2e8b3,푸야,믹스 중형견,모르겠어요,15,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2439759676/acfa9519.jpeg,59.1,50.38,38.7,26.98,USER,USER,USER,USER,20:38.2,1,0,TRUE
UK311f1b-220922-89c2e8b3,푸야,믹스 중형견,모르겠어요,13,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2439759676/2d8b6122.jpeg,57.9,49.8,37,27.3,USER,USER,USER,USER,26:58.8,0,0,TRUE
UK036ab1-220922-7a73262a,쿠키,믹스 소형견,모르겠어요,5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2439774468/a80a122f.jpeg,42.58,34.91,26.75,18.98,USER,USER,USER,USER,32:16.7,1,0,TRUE
UK645c6d-220922-75d13ed4,러뷰,푸들토이,모르겠어요,3.8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2439863420/291fa570.jpeg,38,38,28,19,USER,USER,USER,USER,39:50.1,1,0,TRUE
UKd4bb2c-220922-35e29b7a,밀크,믹스 중형견,모르겠어요,5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2440118227/547098a5.jpeg,42,34,28,16,USER,USER,USER,USER,17:01.9,1,0,TRUE
UKd4bb2c-220922-35e29b7a,밀크,믹스 중형견,모르겠어요,4.9,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2440118227/74490643.jpeg,42,34,28,17,USER,USER,USER,USER,24:19.1,0,0,TRUE
UK7e0ffd-220923-f9d5a6a9,감자,치와와,모르겠어요,3.7,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2440311303/31faa5e1.jpeg,41,26,25,17,USER,USER,USER,USER,09:50.2,1,0,TRUE
UK8b1896-220923-304899cd,타타,푸들 미디엄미니어처,모르겠어요,8.6,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2440328251/33e3c238.jpeg,48.86,42.43,29.15,25.43,USER,USER,USER,USER,30:04.0,1,0,TRUE
UK19f386-220923-87e9e364,토리,포메라니안,모르겠어요,2.6,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2440332488/2f13af10.jpeg,34,18,20,20,USER,USER,USER,USER,35:24.2,1,0,TRUE
UK9dbc9a-220923-80b744e7,구월,포메라니안,모르겠어요,3.35,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2440471685/dda0c341.jpeg,38,25,22,14,USER,USER,USER,USER,01:06.3,1,0,TRUE
UKb5f289-220923-5f195c5e,공주,믹스 중형견,모르겠어요,9.1,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2440764878/174f0b6d.jpeg,52,44,334,24.08,USER,USER,USER,RECOMMEND,35:16.3,1,0,TRUE
USa5a163-220810-e59a6dbf,아토,보스턴 테리어,모르겠어요,13.2,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/sos302003/40af8587.jpeg,59,47,37,25,USER,USER,USER,USER,15:49.9,0,0,TRUE
UKea3c22-220921-568425ec,강달건,아메리칸 불리,모르겠어요,18,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2438052179/eaf34b6f.jpeg,59,48,44,20,USER,USER,USER,USER,49:11.6,1,0,TRUE
UKc59e1e-220923-1580a213,돌체,비숑 프리제,모르겠어요,4.15,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2441361931/bced7c1b.jpeg,35,37,22,21,USER,USER,USER,USER,49:27.1,1,0,TRUE
UKb62477-220923-9f4dd38b,아콩,푸들 미디엄미니어처,모르겠어요,0.75,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2441388263/be9a8c0c.jpeg,14.17,12.17,9.05,7.35,USER,USER,USER,USER,14:55.9,1,0,TRUE
UK9f51de-220923-8f5ff6be,만복이,푸들 미디엄미니어처,모르겠어요,5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2441461867/86d345ae.jpeg,40.31,34.82,24.96,20.31,USER,USER,USER,USER,25:44.6,1,0,TRUE
UKe0e277-220924-dec94ac5,앙또,재패니즈 스피츠,모르겠어요,10,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2441557882/f182f1cd.jpeg,53.08,41.32,34.93,22.42,USER,USER,USER,USER,04:00.1,1,0,TRUE
UK4c4a97-220924-ba1cbf8a,봄이,포메라니안,모르겠어요,0.71,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2441612575/1fa14026.jpeg,21.57,19.92,11.3,8.4,USER,USER,USER,USER,28:16.3,1,0,TRUE
UKaf6412-220921-fab77389,까만콩,믹스 중형견,모르겠어요,9.5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2438757286/842a0d13.jpeg,48,40,30,37,USER,USER,USER,USER,55:49.9,0,0,TRUE
UK8fcf41-220924-c2e828ca,째몽,푸들 미디엄미니어처,모르겠어요,5.4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2441801397/28d18cf0.jpeg,45,35,25,25,USER,USER,USER,USER,56:07.3,1,0,TRUE
UK4bd8ea-220924-0df467d6,엣지,푸들토이,모르겠어요,2.55,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2442274443/ce714217.jpeg,31.8,22,19.8,13,USER,USER,USER,USER,47:07.3,1,0,TRUE
UK77cd1a-220924-d9ee4bbc,공주,치와와,모르겠어요,3.4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2442412186/0d3a0f89.jpeg,38,27,25,11,USER,USER,USER,USER,40:19.5,1,0,TRUE
UK2f71a0-220924-6e2a9254,밤이,비숑 프리제,모르겠어요,8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2442478474/d38d190b.jpeg,46.83,41.23,30.12,21.5,USER,USER,USER,USER,40:06.5,1,0,TRUE
UK863590-220924-0104e6b1,뚜뚜,믹스 중형견,남자,7.8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2442718093/46942177.jpeg,45,41,30,17,USER,USER,USER,USER,08:20.8,1,0,TRUE
UK50d55c-220924-153862f5,마초,비숑 프리제,모르겠어요,4.7,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2442735409/f06d2359.jpeg,40.29,34.84,24.2,17.25,USER,USER,USER,USER,25:15.0,1,0,TRUE
UK132267-220925-458b06a7,딸기,비숑 프리제,모르겠어요,4.5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2442868313/fc2cd930.jpeg,39,35,24,18,USER,USER,USER,USER,28:07.3,1,0,TRUE
UKa92212-220925-9d900cc8,방울이,푸들 미디엄미니어처,모르겠어요,5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2443124968/464330fa.jpeg,41,35.44,25.48,21.01,USER,USER,USER,USER,43:21.5,1,0,TRUE
UK078f5c-220925-062da24e,구름,말티즈,모르겠어요,2.8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2443230636/db56f195.jpeg,30,26,22,15,USER,USER,USER,USER,13:34.8,1,0,TRUE
UK261da9-220925-44a0cfba,두부,믹스 소형견,모르겠어요,3,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2442935295/3d8a9cbb.jpeg,3,6,30,7,USER,USER,USER,USER,24:18.6,1,0,TRUE
UK649c96-220925-d84861af,콜리,믹스 중형견,모르겠어요,14,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2443255890/a37bbb26.jpeg,56,53,35,33,USER,USER,USER,USER,32:30.5,1,0,TRUE
UK4e4bc1-220925-6f900186,땅콩이,포메라니안,모르겠어요,5.7,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2443298361/0097baa1.jpeg,51,25,40,17,USER,USER,USER,USER,08:34.6,1,0,TRUE
